AÑO,MES,DIA,DPA_PROVIN,DPA_DESPRO,DPA_CANTON,DPA_DESCAN,DPA_PARR_1,DPA_DESP_1,longitud,latitud,X,Y,No.,Codigo en,Fuente Sec,Fuente Pri,EVENTO,SUBCATEGOR,CAUSA/DISP,Descripcio,SECTOR / B,OBSERVACIO,GRAVEDAD,Intensidad,Notas,# Muertos,#Heridos,#Desaparec,#Damnifica
2005,9,26,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.50645,-0.25446,777555,9971848,661,2005-221,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,Chiriyacu/ La Mariscal/ Redondel de la Atahualpa,Varios sectores de la capital se inundaron y sufrieron corte de energia eléctrica por fuertes lluvias,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2005,10,2,P17,PICHINCHA,C1701,QUITO,PR170114,JIPIJAPA,-78.48161,-0.16229,780324,9982045,662,2005-226,DESINVENTAR,El Universo,Inundacion,,Lluvia,,Carapungo/Zambiza,"La acumulación de agua se produjo porque los sumideros se encontraban obstruídos con hierba y basura especialmente calles san Cristóbal y Rio Coca, 1 muerto","1.  existencia de muertos y heridos, daños materiales importantes",3,,1,0,0,0
2005,10,3,P17,PICHINCHA,C1701,QUITO,PR170112,IÑAQUITO,-78.46149,-0.18126,782564,9979945,663,2005-227,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,El Batán y La Vicentina,Según el departamento de despacho de carga de la EEQ las tormentas afectaron a las líneas de las subestaciones norte (parque Metropolitano) y la Vicentina en el sector de San Pablo por eso se desconectó una parte de la red del sistema eléctrico Quito,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2005,10,3,P17,PICHINCHA,C1701,QUITO,PR170114,JIPIJAPA,-78.48164,-0.16228,780320,9982046,664,1190,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia-antrópico,Lluvia y taponamiento de sumideros ocasiona inundaciones,Calle San Cristóbal y Rio Coca,"Sumideros se encontraban taponados por hierbas y basura, sumado la fuerte lluvia provocó inundaciones y congestión vehicular.","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2005,10,20,P17,PICHINCHA,C1701,QUITO,PR170101,BELISARIO QUEVEDO,-78.50716,-0.19642,777477,9978269,665,2005-237,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,La Gasca/Av. Naciones Unidas/La Bota,Las lluvias anegaron sectores de la urbe,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2005,11,10,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.49493,-0.19588,778839,9978329,666,2005-247,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,Norte de Quito,En el intercambiador de la Av. 10 de agosto y Orellana colapsó el alcantarillado y se obstruyó el tránsito vehicular igual en la Av. Eloy Alfaro y Correa,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2005,11,15,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.51071,-0.21423,777081,9976299,667,2005-252,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,San Juan,Una vivienda se inundó en San Juan pero no se registraron pérdidas materiales,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2005,12,20,P17,PICHINCHA,C1701,QUITO,PR170117,LA CONCEPCION,-78.48995,-0.13366,779395,9985212,668,1191,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,Lluvias provocan leves inundaciones al norte de Quito,Ex aeropuerto Mariscal Sucre,Leves inundaciones interrumpieron el tráfico y vuelos,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2006,3,20,P17,PICHINCHA,C1701,QUITO,PR170125,PUENGASI,-78.50001,-0.25001,778273,9972340,669,2006-103,DESINVENTAR,El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,,La Virgilia de Puengasi,2 familias pierden sus casas por un deslave. El invierno provocó derrumbes en otros sitios de la avenida simon bolivar y en la antigua via de Conocoto,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,4
2006,3,21,P17,PICHINCHA,C1701,QUITO,PR170109,CHIMBACALLE,-78.51995,-0.25044,776052,9972293,670,1192,"Espinosa, 2021",El Universo,Movimiento en Masa,Derrumbe,Lluvia,Lluvias causaron derrumbes,El Camal,3 heridos y un muerto,"1. existencia de muertos y heridos, daños materiales importantes",3,,1,3,0,0
2006,3,22,P17,PICHINCHA,C1701,QUITO,PR170109,CHIMBACALLE,-78.519,-0.24825,776158,9972535,671,1193,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,Lluvia y granizo provocó inundación,Calles Juan del Valle y Gonzalo Martín,"sectores afectados por la granizada fueron: Registro Civil, en el sector de Turubamba, avenida Teniente Hugo Ortiz, parada Trole de la Internacional, sector Villaflora, dispensario del IESS, vía a Amaguaña, calles Crespo Toral y Echeverría, Lucha de l","1. existencia de muertos y heridos, daños materiales importantes",3,,1,0,0,0
2006,3,28,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.52168,-0.21561,775860,9976146,672,1194,"Espinosa, 2021",El Universo,Movimiento en Masa,Derrumbe,Lluvia,"La lluvia provocó un alud de agua, tierra y lodo",El Placer,"Laderas de ese sector estaban propensas a derrumbes, se evacuaron a 30 familias y se derrocarán todos esos inmuebles. Declarado alerta naranja.",1. Daños materiales importantes,3,,0,0,0,120
2006,3,28,P17,PICHINCHA,C1701,QUITO,PR170120,LA LIBERTAD,-78.52239,-0.21915,775780,9975755,673,1195,"Espinosa, 2021",El Universo,Movimiento en Masa,Derrumbe,Lluvia,"La lluvia provocó un alud de agua, tierra y lodo",San Roque,"Laderas de ese sector estaban propensas a derrumbes, se evacuaron a 30 familias y se derrocarán todos esos inmuebles. Declarado alerta naranja.",1. Daños materiales importantes,3,,0,0,0,0
2006,4,11,P17,PICHINCHA,C1701,QUITO,PR170155,CALDERON,-78.45102,-0.09405,783732,9989594,674,1196,"Espinosa, 2021",El Universo,Movimiento en Masa,Deslizamiento,Lluvia,Lluvia desencadeno en deslizamiento,Carapungo,Producto del deslizamiento de una parte de la quebrada del barrio Carapungo fallecion una persona de 16 años. Cierre de vías por lluvias,"1. existencia de muertos y heridos, daños materiales importantes",3,,1,0,0,0
2006,5,1,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.51331,-0.2533,776791,9971976,675,2006-138,DESINVENTAR,El Universo,Movimiento en Masa,Deslizamiento,Lluvia,,Calles accion Cívica y Biblian,Debilitamiento de muro de contencion provocó deslizamiento dejando un muerto,"1.  existencia de muertos y heridos, daños materiales importantes",3,,1,0,0,0
2006,5,1,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.5155,-0.25329,776547,9971977,676,1197,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,Fuertes lluvias afectaron a las viviendas de diez barrios.,Calles Acción Cívica y Biblián,"Las precipitaciones provocaron el taponamiento de alcantarillas e inundaciones de varias casas de los barrios capitalinos. Falleció María Cáceres, de 88 años","1. existencia de muertos y heridos, daños materiales importantes",3,,1,0,0,0
2006,5,2,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.5155,-0.25329,776547,9971977,677,1198,"Espinosa, 2021",El Universo,Movimiento en Masa,Derrumbe,Lluvia,Lluvia causa varios derrumbes.,"Triángulo de Piedra, Conocoto",Gran cantidad de lodo se introdujo en una vivienda y murio una persona.,"1. existencia de muertos y heridos, daños materiales importantes",3,,1,0,0,0
2006,5,6,P17,PICHINCHA,C1701,QUITO,PR170105,COMITE DEL PUEBLO,-78.45743,-0.11725,783017,9987027,678,1199,"Espinosa, 2021",El Universo,Movimiento en Masa,Derrumbe,Lluvia,Lluvias provoca derrumbe de un talud,La Bota,Cierre de vía que conecta La Bota y Carapungo,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2006,5,9,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.52172,-0.21567,775855,9976139,679,2006-147,DESINVENTAR,El Comercio,Movimiento en Masa,Derrumbe,Lluvia,,El placer,Por el exceso de lluvias los muros se sobresaturan y colapsan afectando una vivienda,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2006,5,9,P17,PICHINCHA,C1701,QUITO,PR170113,ITCHIMBIA,-78.46709,-0.19349,781940,9978592,680,2006-145,DESINVENTAR,El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,,Vía Interoceanica entrada al Tunel Guayasamin,Deslave por sobresaturacion de agua en ladera,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2006,5,9,P17,PICHINCHA,C1701,QUITO,PR170114,JIPIJAPA,-78.47971,-0.16497,780535,9981748,681,2006-148,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,"Av, Tomas de Berlanga",Veintena de casas afectadas por inundación,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2006,5,10,P17,PICHINCHA,C1701,QUITO,PR170114,JIPIJAPA,-78.46668,-0.15796,781987,9982524,682,2006-151,DESINVENTAR,El Universo,Inundacion,,Lluvia,,Iñaquito/Jiipijapa/El Batán,Colapsaron sistemas de alcantarillado,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2006,5,11,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.52168,-0.21561,775860,9976146,683,1200,"Espinosa, 2021",El Universo,Movimiento en Masa,Deslizamiento,Lluvia,Lluvias causaron tres deslizamientos de tierra menores.,"El Placer, La Comuna Guápulo","El Placer se ocasionó un derrumbe,en Guápulo derrumbe de tierra y en la Comuna 3 casas estaban en riesgo de caer por los deslaves.","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2006,5,13,P17,PICHINCHA,C1701,QUITO,PR170112,IÑAQUITO,-78.4802,-0.17023,780480,9981166,684,1203,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,"Tormentas eléctricas, que se caracterizan por ser de corta duración pero de gran intensidad, causan inundaciones, cortes de energía eléctrica y deslizamientos de tierra","Iñaquito, Jipijapa, El Batán","Derrumbes, Suspensión de energía eléctrica en los valles de Los Chillos, Cumbayá y Tumbaco. Lluvia a sido la más fuerte de los últimos años","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2006,11,7,P17,PICHINCHA,C1701,QUITO,PR170110,EL CONDADO,-78.52259,-0.12517,775760,9986152,685,2006-211,DESINVENTAR,El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,,Santa Maria de Cotocollao,El suelo se saturó y provocó el deslizamiento dejando un muerto,"1.  existencia de muertos y heridos, daños materiales importantes",3,,1,0,0,0
2006,11,12,P17,PICHINCHA,C1701,QUITO,PR170157,CUMBAYA,-78.42829,-0.20213,786262,9977636,686,2006-215,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,"Cumbayá, calles Febres Cordero y Garcia Moreno",2 vehículos atrapados por corriente de lodo,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2006,11,13,P17,PICHINCHA,C1701,QUITO,PR170110,EL CONDADO,-78.52295,-0.12369,775720,9986316,687,1209,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,Lluvia causó inundacion,Barrio Santa María,Se cayó un muro que afectó a una casa.,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2006,11,19,P17,PICHINCHA,C1701,QUITO,PR170113,ITCHIMBIA,-78.47585,-0.19942,780964,9977937,688,2006-218,DESINVENTAR,El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,,Guápulo,El tránsito se dificulta debido al deslizamiento,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2006,11,20,P17,PICHINCHA,C1701,QUITO,PR170116,LA ARGELIA,-78.53142,-0.27972,774773,9969054,689,2006-219,DESINVENTAR,El Comercio,Movimiento en Masa,Derrumbe,Lluvia,,Guamani,Galpón de Industria Cedeño colapsó debido a la lluvia,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2006,11,20,P17,PICHINCHA,C1701,QUITO,PR170116,LA ARGELIA,-78.52208,-0.29244,775814,9967646,690,2006-221,DESINVENTAR,El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,,Lucha de los pobres,"La via permaneció congestionada varias horas, un tramo de via destruído por las lluvias.","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2006,11,20,P17,PICHINCHA,C1701,QUITO,PR170128,SAN BARTOLO,-78.53205,-0.26612,774704,9970558,691,2006-222,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,Teniente Hugo Ortiz y Delgado Mejia,Extensa zona se inundó e interrumpió el tránsito en la zona,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2006,11,21,P17,PICHINCHA,C1701,QUITO,PR170112,IÑAQUITO,-78.48823,-0.1753,779586,9980605,692,2006-223,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,Av. 10 de agosto y Naciones Unidas,Las intensas lluvias hacen que el tránsito se vea afectado. Los sistemas de alcantarillado se colapsaron,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2006,11,22,P17,PICHINCHA,C1701,QUITO,PR170128,SAN BARTOLO,-78.53588,-0.25068,774277,9972267,693,1206,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,"lluvia causó inundaciones, granizo y descargas eléctricas en el sur.",Atahualpa,"Bomberos informó que entre las 14:17 y las 17:16 se reportaron once inundaciones, el colegio Benalcázar, en la Seis de Diciembre y Portugal; resultó también afectado por la lluvia","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2006,11,22,P17,PICHINCHA,C1701,QUITO,PR170121,LA MAGDALENA,-78.52037,-0.24588,776005,9972797,694,1207,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,"lluvia causó inundaciones, granizo y descargas eléctricas en el sur.",Alonso de Angulo,"Bomberos informó que entre las 14:17 y las 17:16 se reportaron once inundaciones, el colegio Benalcázar, en la Seis de Diciembre y Portugal; resultó también afectado por la lluvia","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2006,11,22,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.51391,-0.25774,776724,9971485,695,1208,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,"lluvia causó inundaciones, granizo y descargas eléctricas en el sur.",Ferroviaria,"Bomberos informó que entre las 14:17 y las 17:16 se reportaron once inundaciones, el colegio Benalcázar, en la Seis de Diciembre y Portugal; resultó también afectado por la lluvia","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2006,12,6,P17,PICHINCHA,C1701,QUITO,PR170112,IÑAQUITO,-78.48985,-0.19738,779405,9978163,696,2006-235,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,Redondel de las Av. Amazonas y Orellana,Colapsó el sistema de alcantarillado,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2006,12,10,P17,PICHINCHA,C1701,QUITO,PR170113,ITCHIMBIA,-78.46582,-0.19383,782082,9978555,697,2006-239,DESINVENTAR,El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,,Vía Interoceanica,Se obstruyó un tramo de la vía impidiendo el tránsito en el sector,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2006,12,18,P17,PICHINCHA,C1701,QUITO,PR170105,COMITE DEL PUEBLO,-78.46525,-0.12242,782146,9986456,698,2006-242,DESINVENTAR,El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,,Comité del pueblo,Deslizamiento deja un muerto,"1.  existencia de muertos y heridos, daños materiales importantes",3,,1,0,0,0
2006,12,18,P17,PICHINCHA,C1701,QUITO,PR170109,CHIMBACALLE,-78.50875,-0.23336,777299,9974182,699,2006-241,DESINVENTAR,El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,,Vía Oriental,La lluvia caotizó a Quito,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2006,12,18,P17,PICHINCHA,C1701,QUITO,PR170125,PUENGASI,-78.50001,-0.25001,778273,9972340,700,2006-243,DESINVENTAR,El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,,Puengasi,Una casa afectada por deslave deja dos heridos,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,2,0,0
2006,12,19,P17,PICHINCHA,C1701,QUITO,PR170120,LA LIBERTAD,-78.525,-0.22043,775490,9975613,701,2006-244,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,San Roque,Los habitantes de las viviendas afectadas han sido reubicados ante el peligro de colapso,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,8
2006,12,19,P17,PICHINCHA,C1701,QUITO,PR170113,ITCHIMBIA,-78.50339,-0.23219,777896,9974312,702,1212,"Espinosa, 2021",El Universo,Movimiento en Masa,Deslizamiento,Lluvia,Fuertes lluvias ocasionó un deslave,"El Trébol, Loma de Puengasí","En El Trébol 3 heridos, un muerto y 5 heridos.","1. existencia de muertos y heridos, daños materiales importantes",3,,1,5,0,0
2006,12,22,P17,PICHINCHA,C1701,QUITO,PR170109,CHIMBACALLE,-78.51639,-0.24412,776448,9972992,703,2006-246,DESINVENTAR,El Comercio,Movimiento en Masa,Deslizamiento,Lluvia,,Colector boca del lobo - Sector Chimbacalle,"Trabajadores de la EMAAP enterrados por deslave, saldo 3 muertos","1.  existencia de muertos y heridos, daños materiales importantes",3,,3,0,0,0
2006,12,23,P17,PICHINCHA,C1701,QUITO,PR170121,LA MAGDALENA,-78.52811,-0.24888,775143,9972466,704,1214,"Espinosa, 2021",El Universo,Movimiento en Masa,Derrumbe,Lluvia,Tierra cedió por el exceso de lluvias que ablandó el material,Sur de Quito,3 muertos en Sur de Quito a causa de los derrumbes,"1. existencia de muertos y heridos, daños materiales importantes",3,,3,0,0,0
2007,4,3,P17,PICHINCHA,C1701,QUITO,PR170102,CARCELEN,-78.46241,-0.07431,782463,9991778,705,2007-86,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,Carcelén Bajo/Atacaba,El aguacero anegó las calles de Carcelén Bajo y destruyó una vivienda el mal estado de las alcantarillas dificultan el desfogue del agua en el sector de atacaba que cuenta con calles de tierrA se agrietó tanto que no se puede circular,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2007,4,17,P17,PICHINCHA,C1701,QUITO,PR170128,SAN BARTOLO,-78.53157,-0.25048,774757,9972289,706,2007-102,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,Barrionuevo calle Duré y Curima,Según el administrador de la zona sur en esta zona hay fallas en el alcantarilladop lo que produce las inundacones,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2007,4,24,P17,PICHINCHA,C1701,QUITO,PR170104,COCHAPAMBA,-78.50894,-0.1378,777280,9984754,707,PI-0018,DESINVENTAR,Diaro Hoy,Movimiento en Masa,Deslizamiento,Lluvia,,Pulida alta,La tierra se vino abajo y no pudimos hacer nada porque el lodo seguía deslizándose cuenta Edelina Simbaña vecina del lugar. A menos de tres metros del área del derrumbe vivía Rosa Vilaña hija de los dos ancianos fallecidos.,"1.  existencia de muertos y heridos, daños materiales importantes",3,,2,0,0,0
2007,4,25,P17,PICHINCHA,C1701,QUITO,PR170155,CALDERON,-78.44879,-0.08118,783980,9991018,708,PI-0019,DESINVENTAR,Diaro Hoy,Movimiento en Masa,Deslizamiento,Lluvia,,La Esperanza,"Ubicado junto a la quebrada del río Monjas,otras tres viviendas de la zona en el sector de El Condado (norte de la ciudad) también resultaron afectadas en sus bases y estructura por lo que corren el peligro de derrumbarse. Fuente El Comercio: la crecie","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,20
2007,4,27,P17,PICHINCHA,C1701,QUITO,PR170155,CALDERON,-78.44856,-0.07865,784006,9991298,709,PI-0022,DESINVENTAR,Diaro Hoy,Inundacion,,Lluvia,,La Esperanza,Este mes fallecieron dos personas y cuatro casas han sido arrasadas y cerca de 10 casas están en riesgo,"1.  existencia de muertos y heridos, daños materiales importantes",3,,2,0,0,16
2007,4,29,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.51776,-0.25583,776296,9971696,710,1216,"Espinosa, 2021",El Universo,Inundacion,,Lluvia-antrópico,Lluvias generan colapso de alcantarillado y deslave,Chiriyacu Alto,Muerte de un hombre por desbordamiento de alcantarillado,"1. existencia de muertos y heridos, daños materiales importantes",3,https://www.eluniverso.com/2007/04/29/0001/12/BD18C9666837468CA1DCB6F07B66F56F.html,1,0,0,0
2007,5,9,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.50444,-0.2421,777779,9973215,711,2007-135,DESINVENTAR,El Comercio,Inundacion,,Lluvia,Lluvias estacionales,Saquisilí,La fuerza del temporal provocó el taponamiento del alcantarillado provocando la inundación en sectores de esta ciudad.,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2007,5,10,P17,PICHINCHA,C1701,QUITO,PR170115,KENNEDY,-78.48472,-0.13326,779977,9985257,712,1217,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,Torrencial lluvia ocasionó inundaciones,Norte de Quito,Varios vehículos quedaron atrapados en la inundación,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2007,5,11,P17,PICHINCHA,C1701,QUITO,PR170101,BELISARIO QUEVEDO,-78.49677,-0.18961,778635,9979022,713,1218,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,Lluvias ocasionan inundación,Avenida América,50 pasajeros de un bus quedaron atrapados,"3. molestia en el tráfico, daños ligeros",1,https://www.eluniverso.com/2007/05/11/0001/12/4EF1B561AF784F4899A1038437768F03.html,0,0,0,0
2007,5,22,P17,PICHINCHA,C1701,QUITO,PR170115,KENNEDY,-78.48269,-0.14461,780204,9984001,714,1220,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,lluvias originaron inundaciones,Norte de Quito,"Taponamiento del sistema de alcantarillado, 15 colectores sobrepasaron su capacidad y daños materiales en viviendas","3. molestia en el tráfico, daños ligeros",1,https://www.eluniverso.com/2007/05/22/0001/12/A8636DE05C414A3898BF154F2DD6FE9E.html?p=12A&m=2349,0,0,0,0
2007,5,22,P17,PICHINCHA,C1701,QUITO,PR170155,CALDERON,-78.44305,-0.08129,784619,9991006,715,1222,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,Lluvias originan inundaciones,Sector La Esperanza,6 casas afectadas por los aguaceros,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,"n la zona de Iñaquito (norte de la urbe), se esperaban 103,8 mm, pero solo fueron 50,4, lo que significa el 49%. En el sur de la ciudad, se esperaban 149,6 milímetros de agua lluvia pero el nivel superó el 17% de lo previsto, es decir que las precipit",0,0,0,0
2007,5,22,P17,PICHINCHA,C1701,QUITO,PR170121,LA MAGDALENA,-78.5208,-0.24376,775957,9973032,716,1223,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,Lluvias originan inundaciones,Sur de Quito,El agua ha erosionado las paredes de la quebrada Río Grande y eso pone en riesgo a 15 viviendas.,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2007,5,27,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.5171,-0.22476,776370,9975134,717,1224,"Espinosa, 2021",El Universo,Inundacion,no especificado,Lluvia,Granizado y tormenta eléctrica originaron inundaciones,Sur y centro de Quito,Taponamiento las alcantarillas e inundaron los puentes a desnivel y casas. Autos atrapados en la inundación,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2007,5,29,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.48527,-0.21128,779915,9976625,718,PI-0005,DESINVENTAR,Diaro Hoy,Inundacion,,Lluvia,,La Vicentina,"El sábado a partir de las 14:00 una fuerte precipitación acompañada de granizo afectó a viviendas ubicadas en las calles Lérida y Lugo sector La Vicentina donde la acumulación de granizo alcanzó 40 cm de altura, se utilizaron palas en la limpieza","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2007,7,17,P17,PICHINCHA,C1701,QUITO,PR170177,POMASQUI,-78.45494,-0.04015,783295,9995558,719,2007-196,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,Pomasqui,6 casas quedaron inhabitables en el sector el intenso aguacero provocó el atrancamiento de las puertas con gran cantidad de lodo dejando 29 personas sin vivienda.,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,29
2007,7,25,P17,PICHINCHA,C1701,QUITO,PR170118,LA ECUATORIANA,-78.57202,-0.3023,770251,9966557,720,2007-198,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,"calles Andrés Pérez, Calvas, Antonio Calderón y Peralta.",1 vivienda se cuarteó y las vías se anegaron el agua llegó a 40 centímetros de altura.,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2007,8,18,P17,PICHINCHA,C1701,QUITO,PR170101,BELISARIO QUEVEDO,-78.49923,-0.19523,778360,9978401,721,PI-0020,DESINVENTAR,Diaro Hoy,Inundacion,,Lluvia,,Norte de Quito,"César Enríquez vocero del CBQ indica que con estos destrozos en la ciudad se comprueba que todavía se arrojan desperdicios en la calle, cuando hay fuertes lluvias se arrastran hasta los sumideros y alcantarillas se debe aportar comenta","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2007,10,16,P17,PICHINCHA,C1701,QUITO,PR170112,IÑAQUITO,-78.49089,-0.19364,779289,9978576,722,2007-225,DESINVENTAR,El Comercio,Inundacion,,Lluvia,,Iñaquito,"Los sótanos de edificios se anegaron igual ocurrió en la clínica Pasteur, según el gerente de operación y mantenimiento de la EMAP-P el problema es que el colector de la Av. Eloy Alfaro está sobrecargado .","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2007,10,18,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51316,-0.2218,776809,9975461,723,PI-0006,DESINVENTAR,Diaro Hoy,Inundacion,,Lluvia,,Centro de Quito,"Sin embargo para mitigar el impacto de las precipitaciones la unidad de gestión de riesgos en el distrito realizó 31 obras de remediación y 36 obras adicionales que concluirán en lo que resta del año, entre otras acciones está la construcción de c","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2007,11,7,P17,PICHINCHA,C1701,QUITO,PR170126,QUITUMBE,-78.54735,-0.30739,772999,9965993,724,PI-0007,DESINVENTAR,Diaro Hoy,Inundacion,,Lluvia,,Nueva Aurora,"La ciudadela del Ejército y el sector del Camal metropolitano también fueron afectados. El INAMHI prevé precipitaciones similares. Otra fuente: El Comercio, las lluvias inundaron las casas del sector dejándolas completamente anegadas (inhabitables) y","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2008,2,21,P17,PICHINCHA,C1701,QUITO,PR170112,IÑAQUITO,-78.47768,-0.19474,780761,9978454,725,PI-0003,DESINVENTAR,Diaro Hoy,Movimiento en Masa,Derrumbe,Lluvia,,Norte de Quito,Además a causa de las precipitaciones ayer se registraron dos deslaves en la Av. de Los Conquistadores y en el km 28 de la vía Alóag-Santo Domingo caída de árboles en la Av. Amazonas y Orellana y Av. Mariscal Sucre a la altura de el Bosque e inundac,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
